"Name","Comment","DriverName","Location","PortName"
"MCS2B-MB-MGR","Added by Danny Ravelo --2/9/16","HP Color LaserJet Pro M252 PCL 6","S2B Unit Manager Office","172.25.36.156"
"MCS1E-WOCMGR","","HP Color LaserJet Pro M252 PCL 6","MCS1E - OUTER OFFICE IN MAIN HALLWAY TO NPT","172.25.24.158"
"MCS2B-MB-P8A1","Created by Dave 6/5/2012","Xerox Global Print Driver PCL6","S2B","172.25.36.153"
"MCS2B-MB-P87D","Created by Dave","Xerox Global Print Driver PCL6","S2B Case Management","172.25.36.150"
"NGPG-CHESTNUT-MGR","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Chestnut Mountain Manager","172.19.19.153"
"NGPG-JJM13-ADM-C","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","MP1 3rd Floor Front Desk Area","172.19.52.168"
"MCS1E-EOU-B","2nd printer setup to avoid patient paperwork getting mixed up.","Xerox GPD PCL6 V3.9.520.6.0","EOU - NURSE STATION","172.25.24.160"
"MCS1E-PSF-A","CREATED BY BOBBY WOODY 7-25-12","HP LaserJet 400 M401 PCL 6","S1E PATIENT SAFETY DIRECTORS OFFICE","172.25.18.150"
"MCS1E-GUESTSERVICES","SETUP WHEN BED CONTROL MOVED TO NEW LOCATION ON S1D","Xerox GPD PCL6 V3.9.520.6.0","MCS1E-GUEST SERVICES","172.25.20.115"
"MCSGC-CLIEDU","Setup 3/9/2016 - PG","HP Universal Printing PCL 6","NICU - SGC Educator Office","172.25.12.151"
"MCS2E-CRD-DRA","CREATED BY BOBBY WOODY 8-28-12","HP LaserJet 400 M401 PCL 6","S2E DR DICTATION AREA","172.25.32.152"
"MCS2E-CRD-D","","HP LaserJet 400 M401 PCL 6","S2E Nurse Lounge area in the back office","172.25.32.157"
"MCS2E-NURSE LOUNGE","PRINTER CREATED BY RYAN PERPALL 2/12/15","Xerox Global Print Driver PCL6","S2E NURSE LOUNGE","172.25.32.42"
"MCWB3-XEROX","NGPG Central Billing Wysteria","Xerox Global Print Driver PCL6","Wysteria 3rd Floor","172.30.60.154_1"
"MCS2E-CRD-C-P83D","Created by Dave","Xerox GPD PCL6 V3.9.520.6.0","S2E Case Management","172.25.32.153"
"MCS2B-NUR-A-P817","Created By Dave","Xerox GPD PCL6 V3.9.520.6.0","MCS2D","172.25.36.155"
"MCS2B-MB-VREC","CREATED BY BOBBY WOODY 6/1/15","HP Universal Printing PCL 6","S2B VITAL RECORDS OFFICE","172.25.36.154"
"MCS2E-CRD-B-P813","Created byAndy b. 07/10/2012","Xerox GPD PCL6 V3.9.520.6.0","S2E Nurses Station","172.25.32.151"
"MCS2D-WS-NURSE","Setup 10/3 by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","Woody Stewart Nurses Station","172.25.34.154"
"MCWB4-THC-ADMIN-A","CREATED BY BOBBY WOODY 7/8/14","HP LJ300-400 color M351-M451 PCL 6","WISTERIA-4 ADMIN AREA","172.30.60.170"
"NGPG-DAL-LJ2","mwdetraz 6/20/2012","HP Universal Printing PCL 6","NGPG Dahlonega - Check Out","172.18.24.210"
"NGPG-DAL-FDESK","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Dahlonega","172.18.24.210"
"NGPG-DAL-LJ5","","HP Universal Printing PCL 6","NGPG Dahlonega","172.18.24.210"
"NGPG-MP12-OB-Ex-B","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.101"
"NGPG-VA-DR-3","Created by Jess K. 07/09/2015","HP LaserJet 400 M401 PCL 6","NGPG VA Doctor's area","172.25.102.164"
"NGPG-DAC-E","created 12/5/14 jasewell","Xerox GPD PCL6 V3.5.404.8.0","NGPG Dacula","10.64.168.154"
"NGPG-DAC-C","created 12/5/14 jasewell","HP LaserJet 400 M401 PCL 6","NGPG Dacula","10.64.168.152"
"NGPG-DAC-H","5/29/15 jasewell","HP Universal Printing PCL 6","NGPG Dacula Ortho","10.64.168.157"
"NGPG-DAC-F","created 12/5/14 jasewell","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Dacula","10.64.168.155"
"NGPG-WINDER-B","NGPG WINDER","HP LaserJet 400 M401 PCL 6","NGPG WINDER","172.17.88.151"
"NGPG-DALII-G","","HP Universal Printing PCL 6","","172.19.88.157"
"NGPG-DALII-F","NGPG Dahlonega II  mwdetraz 12/10/2012 (HP LaserJet P2055dn)","HP Universal Printing PCL 6","NGPG Dahlonega II","172.19.88.156"
"NGPG-DAW-B-FEE","NGPG Dawsonville Prints on pre-printed paper     mwdetraz 7/11/13","HP Universal Printing PCL 6","NGPG Dawsonville","172.17.72.178"
"NGPG-DAW-B","NGPG Dawsonville HP 410n","HP Universal Printing PCL 6","NGPG Dawsonville","172.17.72.178"
"NGPG-DALII-E","NGPG Dahlonega II   mwdetraz 12/7/2012","Xerox Global Print Driver PCL6","NGPG Dahlonega II","172.19.88.155"
"NGPG-DALII-A","CREATED BY BOBBY WOODY 11-28-12","HP Universal Printing PCL 6","NGPG DAHLONEGA II FRONT DESK","172.19.88.152"
"NGPG-DAL-P83E","","HP Universal Printing PCL 6","NGPG Dahlonega","172.18.24.210"
"NGPG-DALII-D","NGPG Dahlonega II - mwdetraz 11/29/2012","HP Universal Printing PCL 6","NGPG Dahlonega II","172.19.88.150"
"NGPG-DALII-C","NGPG Dahlonega II   - mwdetraz 11/29/2012","HP Universal Printing PCL 6","NGPG Dahlonega II","172.19.88.151"
"NGPG-CLEV-J","Lean Lab Printer","HP Universal Printing PCL 6","Cleveland Lab","172.19.34.180"
"NGPG-CLEV-I","NGPG CLEVELAND FRONT DESK PRINTER","HP Universal Printing PCL 6","NGPG CLEVELAND","172.19.34.186"
"NGPG-CLEV-K","NGPG Cleveland Printer created 9/14/16","HP Universal Printing PCL 6","NGPG Cleveland","172.19.34.194"
"THCCU-REG-A-P762","CREATED BY BOBBY WOODY 4/21/14","Xerox GPD PCL6 V3.9.520.6.0","CUMMING THC REGISTRATION PRINTER","172.17.89.150"
"NGPG-CLEV-HP4200","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Cleveland","172.19.34.161"
"NGPG-Clev-EX8","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.188"
"NGPG-Clev-EX4","Exam Room Printer (Plain Paper)
","HP Universal Printing PCL 6","","172.19.34.178"
"NGPG-CLEV-H","NGPG CLEVELAND OB DR OFFICE","HP Universal Printing PCL 6","NGPG CLEVELAND ","172.19.34.159"
"NGPG-CLEV-G","NGPG Cleveland (Referral Office)","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Cleveland ","172.19.34.177"
"NGPG-CLEV-LJ-1","mwdetraz 5/3/2012","HP Universal Printing PCL 6","NGPG Cleveland","172.19.34.153"
"NGPG-CMT-FD","Created By Dave, 3-28-13","Xerox Global Print Driver PCL6","NGPG Coal Mountain Front Desk","172.19.24.196"
"OAKCP-QD1-I","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PASC","172.24.214.158"
"NGPG-DAC-B","created 12/5/14 jasewell","HP Universal Printing PCL 6","NGPG Dacula","10.64.168.151"
"NGPG-DAC-A","created 12/5/14 - jasewell","HP LaserJet 400 M401 PCL 6","NGPG Dacula","10.64.168.150"
"NGPG-CMG-XEROX","Coal Mountain  Created by Andy B. - 7/17/2012","Xerox GPD PCL6 V3.9.520.6.0","Coal Mtn. Back Office behind Reception Desk","172.19.24.60"
"NGPG-CLEV-P86E","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Cleveland","172.19.34.155"
"NGPG-CLEV-P86D","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Cleveland","172.19.34.154"
"NGPG-CLEV-RAD-A","Created by Andy B. 7-17-2012","Lexmark Universal v2","NGPG Cleveland X-Ray Rm","172.19.34.157"
"NGPG-VA-MGR-1","mwdetraz  5/4/2012","HP LJ300-400 color M351-M451 PCL 6","NGPG Vascular Associates","172.25.102.166"
"NGPG-GAIN1-A","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Gainesville I","172.19.30.150"
"NGPG-FB-XEROX","mwdetraz  5/3/2012","Xerox Global Print Driver PCL6","NGPG Flowery Branch","172.19.28.160"
"NGPG-GAIN1-C","Created by Patrick G. 10/9/2012","ZDesigner ZM400 200 dpi (ZPL)","NGPG  GAINESVILLE 1","172.19.30.153"
"NGPG-GAIN1-B","mwdetraz  5/3/2012","Lexmark Universal v2","NGPG Gainesville I","172.19.30.151"
"NGPG-FB-P76B","mwdetraz  5/3/2012","HP LaserJet 400 M401 PCL 6","NGPG Flowery Branch","172.19.28.153"
"NGPG-FB-LAB","jasewell - 8/14/15","HP Universal Printing PCL 6","NGPG Flowery Branch - Lab","172.19.28.156"
"NGPG-FB-FD-Top","Created by Dave - 3/4/13","HP Universal Printing PCL 6","NGPG Flower Branch Front Desk","172.19.28.151"
"NGPG-FB-P76A","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Flowery Branch","172.19.28.152"
"NGPG-FB-P769","created matt beard 02/21/2013 (HP LaserJet 400 M401dn)","HP Universal Printing PCL 6","NGPG Flowery Branch","172.19.28.151"
"NGPG-GAIN2-A","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Gainesville II","172.19.30.160"
"NGPG-HCHD-CASE-MGR2","NGPG Hall Co Health Dept  mwdetraz  7/19/2012","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.151"
"NGPG-GYN-ONC-C","NGPG Gynecological Oncology     mwdetraz 6/26/13","HP LaserJet 400 M401 PCL 6","NGPG Gynecological Oncology ","172.19.58.171"
"NGPG-HCHD-DR-KIMSEY","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.166"
"NGPG-HCHD-DR-G","NGPG Hall Co Health Dept  mwdetraz  7/19/2012","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.159"
"NGPG-GYN-ONC-B","","Xerox Global Print Driver PCL6","","172.19.58.158"
"NGPG-GAIN2-C","mwdetraz  5/4/2012","Lexmark Universal v2","NGPG Gainesville II","172.19.30.162"
"NGPG-GAIN2-B","mwdetraz  5/4/2012","Xerox Global Print Driver PCL6","NGPG Gainesville II","172.19.30.161"
"NGPG-GYN-ONC-A-P769","CREATED BY BOBBY WOODY 5-17-13","Xerox GPD PCL6 V3.9.520.6.0","1495 JESSE JEWELL FRONT DESK","172.19.58.157"
"NGPG-GAIN2-D","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Gainesville II","172.19.30.163"
"NGPG-DAW-SPEC-B","NGPG-Dawsonville-Specialties HP 401n","HP Universal Printing PCL 6","NGPG-Dawsonville-Specialties","172.17.72.175"
"NGPG-DAW-SPEC-A","NGPG-Dawsonville-Specialties Xerox","Xerox Global Print Driver PCL6","NGPG-Dawsonville-Specialties","172.17.72.174"
"NGPG-DAW-SPEC-C","NGPG-Dawsonville-Specialties HP 401n","HP Universal Printing PCL 6","NGPG-Dawsonville-Specialties","172.17.72.176"
"PLANNING-XEROX","CREATED BY BOBBY WOODY 3/2/2012","Xerox Global Print Driver PCL6","1405-1 NEAR NGPG IT AREA","172.20.70.180"
"NGPG-DAW-G","","HP Universal Printing PCL 6","","172.17.72.191"
"NGPG-DAW-E","NGPG Dawsonville Draw Station","HP Universal Printing PCL 6","NGPG Dawsonville Draw Station","172.17.72.183"
"NGPG-DAW-D","NGPG-Dawsonville HP 401dn","HP Universal Printing PCL 6","NGPG-Dawsonville","172.17.72.182"
"NGPG-DAW-F-RX","NGPG DAWSONVILLE RX PRINTER","HP Universal Printing PCL 6","NGPG DAWSONVILLE ","172.17.72.166"
"NGPG-DAW-F","Plain Paper in Tray 3","HP Universal Printing PCL 6","Back Nurse Station","172.17.72.166"
"NGPG-DAW-SPEC-D","NGPG Dawsonville 400 Specialist Area Doctors Office - JLS 2/7/14","HP Universal Printing PCL 6","NGPG Dawsonville 400","172.17.72.187"
"NGPG-DAW-UC-E","PROVIDER'S OFFICE","HP Universal Printing PCL 6","DAWSONVILLE URGENT CARE","172.17.72.192"
"NGPG-DAW-UC-C","NGPG DAW 400 URGENT CARE DR OFF. MWDETRAZ 2/7/14","HP LaserJet 400 M401 PCL 6","NGPG DAW 400 URGENT CARE","172.17.72.186"
"NGPG-FB-FD-Bottom","Created by Dave - 3/4/13","HP Universal Printing PCL 6","NGPG Flowery Branch Front Desk","172.19.28.151"
"NGPG-FB-DM1","mwdetraz  5/2/2012","HP Universal Printing PS","NGPG Flowery Branch","172.19.28.154"
"NGPG-DAW-UC-A","NGPG Dawsonville 400 Urgent Care    mwdetraz 2/27/2013","Xerox Global Print Driver PCL6","NGPG Dawsonville 400 Urgent Care","172.17.72.170"
"NGPG-DAW-SPORTS-A","NGPG Dawsonville Sports Medicine","HP Universal Printing PCL 6","NGPG Dawsonville Sports Medicine","172.17.72.185"
"SHER-IND-REHAB-XEROX","Created by andy B. - 7/20/2012","Xerox GPD PCL6 V3.9.520.6.0","Sherwood Industrial Rehab","172.19.2.176"
"NGPG-DAW-TENANT-A","NGPG Dawsonville 400 Timeshare Xerox","Xerox Global Print Driver PCL6","NGPG Dawsonville 400 Timeshare","172.17.72.172"
"NGPG-DAW-SPORTS-B","Multi-function Xerox","Xerox Global Print Driver PCL6","NGPG DAWSONVILLE","172.17.72.189"
"NGPG-CMG-LJ1","Created by Andy B. - 7/17/2012","HP Universal Printing PCL 6","NGPG Cumming Reception Desk","172.19.24.155"
"MHLWA-ADM-A-P709","CREATED BY BOBBY WOODY 4-11-12","HP Universal Printing PCL 6","LAURELWOOD ADMIN AREA","172.20.18.187"
"NGPG-CMG-LJ2","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Cummings","172.19.24.156"
"MHLWA-ADM-B","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.9.520.6.0","LAURELWOOD ADMIN AREA","172.25.96.10"
"NGPG-BRAS-MOD-E","NGPG-BRAS-MOD-D Tray 2 - Pre-Printed","Xerox GPD PCL6 V3.9.520.6.0","Braselton Modular Building","172.19.26.153"
"MHLW1-NUR-A-P861","Created by Alex on 01/05/2012","Xerox GPD PCL6 V3.6.433.6.0.0","LW Unit 1","10.89.0.202"
"MED-TRANS-XEROX","CREATED BY BOBBY WOODY 3/2/2012","Xerox GPD PCL6 V3.9.520.6.0","LPC MEDICAL TRANSPORT OFFICE","172.22.2.111"
"MHLW2-NUR-A-P862","Created by Alex on 01/05/2012","Xerox GPD PCL6 V3.9.520.6.0","LW Unit 2","172.25.96.41"
"MHLW2-CM-A-P865","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","LAURELWOOD UNIT 2 CASE MANAGEMENT","172.25.97.148"
"MHLWA-ADM-C","CREATED BY BOBBY WOODY 12-8-14","HP LaserJet 200 color M251 PCL 6","LAURELWOOD ADM AREA","172.25.96.150"
"NGPG-AA-LIME-F","NGPG Allergy and Asthma Limestone Front Desk. Created by Jesse Sorrow 6/3/14","Xerox Global Print Driver PCL6","NGPG Allergy and Asthma Limestone Front Desk","172.19.38.155"
"NGPG-UC-GAIN-P852","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Urgent Care Gainesville","172.19.2.164"
"NGPG-AA-RP-B","Allergy & Asthma Riverplace - NGPG  mwdetraz 9/27/2012","HP LaserJet 400 M401 PCL 6","Allergy & Asthma Riverplace","172.26.14.151"
"NGPG-AA-RP-A","Allergy & Asthma Riverplace - NGPG  mwdetraz 9/27/2012","HP LaserJet 400 M401 PCL 6","Allergy & Asthma Riverplace - NGPG","172.26.14.150"
"NGPG-AA-LIME-E","Allergy & Asthma Limestone - NGPG   mwdetraz 9/27/2012","HP Universal Printing PCL 6","Allergy & Asthma Limestone - NGPG","172.19.38.154"
"N2G-HPLJP205N-A","10/31/16 jasewell","HP Universal Printing PCL 6","N2G Jose Nunez","172.23.127.222"
"MHLWI-INT-A-P748","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","LAURELWOOD INTAKE OFFICE","172.25.20.157"
"NGPG-AA-LIME-C","Allergy & Asthma Limestone - NGPG   mwdetraz 9/27/2012","HP LaserJet 400 M401 PCL 6","Allergy & Asthma Limestone - NGPG","172.19.38.152"
"NGPG-AA-LIME-B","Allergy & Asthma Limestone - NGPG   mwdetraz 9/27/2012","HP LaserJet 400 M401 PCL 6","Allergy & Asthma Limestone - NGPG","172.19.38.151"
"NGPG-BRAS-PSY-B","10/21/14 -AS","HP Universal Printing PCL 6","NGPG Psychiatry Braselton","172.26.21.233"
"MCWB4-THC-CLINICAL-A","PRINTER CREATED BY JESS KENDRICK 2/5/2015","Xerox Global Print Driver PCL6","WISTERIA 4 THC SUITE 480","172.20.58.150"
"MCWB4-THC-CLINICAL-C","CREATED BY ZACHARY BRYSON 02/02/2016","Xerox GPD PCL6 V3.5.404.8.0","THC Wisteria 4th Floor","172.20.59.89"
"MCWB4-THC-CLINICAL-B","PRINTER CREATED BY JESS KENDRICK 2/5/2015","Xerox Global Print Driver PCL6","WISTERIA 4 THC SUITE 480","172.20.58.151"
"MCWB4-THC-BUS-B","CREATED BY BOBBY WOODY 7/8/14","Xerox Global Print Driver PCL6","WISTERIA-4 BUSINESS OFFICE","172.20.58.154"
"MCWB4-THC-ADMIN-D","CREATED BY BOBBY WOODY 2/4/15","HP Universal Printing PCL 6","WISTERIA-4 ADMIN AREA","172.30.60.178"
"MCWB4-THC-ADMIN-B","CREATED BY BOBBY WOODY 7/8/14","HP Universal Printing PCL 6","WISTERIA-4 ADMIN AREA","172.30.60.171"
"MCWB4-THC-BUS-A","CREATED BY BOBBY WOODY 7/8/14","HP Universal Printing PCL 6","WISTERIA-4 BUSINESS OFFICE","172.30.60.172"
"NGPG-OAK-B","7/13/16 jasewell","HP LaserJet 200 color M251 PCL6 Class Driver","NGPG Oakwood","172.19.18.150"
"MCWB4-THC-DIR","HP LJ P1606dn - Created 1-31-17 - DANNY R","HP Universal Printing PCL 6","Wisteria S430 - THC Director Office","172.30.60.195"
"NGPG-MP12-URO-Ex-Q","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.156"
"MCWB4-THC-SUPPLY-A","CREATED BY BOBBY WOODY 7/8/14","Xerox AltaLink C8055 PCL6","WISTERIA-4 ADMIN SUPPLY ROOM","172.30.60.176"
"MED-TRANS-COLOR","APCOON - 2/17/17 - HP M452nw","HP Color LaserJet Pro M452 PCL 6","Medical Transport - LP","172.22.40.100"
"MED-REC-687LP-HP","","HP LaserJet 400 M401 PCL 6","","172.22.5.204"
"NGPG-JJM11-PFT-A-P7F3","Created by Andy B. - 7/27/2012","Xerox Global Print Driver PCL6","NGPG Medical Park 1","172.19.54.162"
"NGPG-WAUKA-FD-XEROX","mwdetraz  5/3/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Wauka Mountain Front Desk","172.19.17.166"
"MCWB4-THC-EPCLINIC-A","HP LJ Pro M401n -- Created 4/26/2016 Danny R.","HP Universal Printing PCL 6","Wisteria EP Clinic","172.20.58.153"
"MCWB4-THC-RSRCH-A","Created by Jess Kendrick","Xerox AltaLink C8055 PCL6","THC 4th floor Research","172.30.60.179"
"MCWB4-THC-EPCLINIC-B","Office Behind Front Desk. Added 09/27/16 by DANNY R.","HP Universal Printing PCL 6","Wisteria 4 EP Clinic","172.30.60.194"
"NGPG-CHESTNUT-NURSE-A","","Xerox GPD PCL6 V3.9.520.6.0","NGPG Chestnut Mtn","172.19.19.161"
"NGPG-CHESTNUT-NUR","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Chestnut Mountain","172.19.19.152"
"NGPG-CLAY-DELL","Created by Andy B. - 7/23/2012","Lexmark Universal v2","NGPG Clayton Managers Office","172.17.67.18"
"NGPG-CHESTNUT-PRN-FAX","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Chestnut Mountain","172.19.19.167"
"NGPG-CHESTNUT-FRTDESK","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","NGPG Chestnut Mountain Front Desk","172.19.19.151"
"NGPG-BUFORD-P8C8","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Buford","172.19.22.164"
"NGPG-BUFORD-P844","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Buford","172.19.22.163"
"NGPG-CHESTNUT-C","11/1/16 jasewell","HP Universal Printing PCL 6","NGPG Chestnut Mtn","172.19.19.154"
"NGPG-BUFORD-XEROX2","NGPG Buford  mdetraz 7/11/2012","Xerox Global Print Driver PCL6","NGPG Buford","172.19.22.188"
"NGPG-CLAY-P8A4","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Clayton","10.64.16.167"
"NGPG-Clev-EX14","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.191"
"NGPG-CLEV-EX11","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.187"
"NGPG-Clev-EX2","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.158"
"NGPG-Clev-EX15","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.192"
"NGPG-Clev-EX1","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.160"
"NGPG-CLAYII-Main","NGPG Clayton II  mwdetraz 9/4/2012","HP Universal Printing PCL 6","NGPG Clayton II","10.64.16.169"
"NGPG-CLAYII-FRTDESK","","HP LaserJet 400 M401 PCL 6","","10.64.16.171"
"NGPG-CLEV-E","NGPG CLEVELAND 8/8/14","HP Universal Printing PCL 6","NGPG CLEVELAND ","172.19.34.173"
"NGPG-CLAYII-XEROX","NGPG Clayton II  mwdetraz 9/4/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Clayton II","10.64.16.170"
"NHN-REHAB-B","PRINTER CREATED BY RYAN PERPALL 9/17/15","HP Universal Printing PCL 6","NHN Limestone Rehab","172.19.136.162"
"NGPG-AUBURN-B","172.19.31.151, HPLJ 400 M401","HP Universal Printing PCL 6","NGPG Auburn","172.19.31.151"
"NGPG-AUBURN-E","NGPG Auburn Xerox ","Xerox Global Print Driver PCL6","NGPG Auburn","172.19.31.154"
"NGPG-AUBURN-C","172.19.31.152, HPLJ 400 M401","HP Universal Printing PCL 6","NGPG Auburn","172.19.31.152"
"NGPG-ASM-WINDER-A","jasewell     10/21/16","HP Universal Printing PCL 6","NGPG Sports/Ortho Winder","172.19.67.151"
"NGPG-AA-RP-D","NGPG Lakeside OB Riverplace                                    mwdetraz 2/21/2013","Xerox Global Print Driver PCL6","NGPG Lakeside OB Riverplace","172.26.14.153"
"NGPG-AA-RP-C","Allergy & Asthma Riverplace - NGPG  mwdetraz 9/27/2012","HP LaserJet 400 M401 PCL 6","Allergy & Asthma Riverplace - NGPG","172.26.14.152"
"NGPG-TB-CHKOUT","NGPG Thompson Bridge           mwdetraz 6/19/2013","HP LaserJet 400 M401 PCL 6","NGPG Thompson Bridge","172.19.23.156"
"NGPG-ASM-BUFORD-NUR1","mwdetraz - 7/2/2012","HP Universal Printing PCL 6","Buford Advantage Sports Med","172.19.16.153"
"NGPG-BLRVL-FDESK","NGPG Blairsville  (HP LaserJet 400 M401dn)","HP Universal Printing PCL 6","NGPG Blairsville","172.17.80.170"
"NGPG-SA-Lower-B","NGPG Surgical Associates Suite C Xerox Tray 1","Xerox Global Print Driver PCL6","","172.25.100.157"
"NGPG-BUFORD-LJ-3","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","NGPG Buford","172.19.22.154"
"NGPG-BUFORD-MGR","7/7/16 - jasewell","HP LaserJet 200 color M251 PCL 6","NGPG Buford","172.19.22.151"
"NGPG-BUFORD-LJ4","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Buford","172.19.22.175"
"OAKCP-QD3-F","","Xerox AltaLink C8055 PCL6","Coprp Plaza color next to Graphics","172.24.210.161"
"NGPG-BRAS-MOD-D","NGPG-BRAS-MOD-D Tray 1 - Braselton Modular Building","Xerox GPD PCL6 V3.9.520.6.0","Braselton Modular Building","172.19.26.153"
"NGPG-BLRVL-XEROX","Installed 1.20.17 - GRLEWIS","Xerox GPD PCL6 V3.5.404.8.0","NGPG Blairsville Cardiology","172.17.80.150_1"
"NGPG-BUFORD-LAB","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Buford","172.19.22.166"
"NGPG-UC-GAIN-XRAY","6/12/2014 by JLS","HP Universal Printing PCL 6","UC Gainesville XRAY room","172.19.2.184"
