"Name","Comment","DriverName","Location","PortName","Subnet","SubLocation"
"NGPG-MP12-URO-Ex-A","","HP Universal Printing PCL 5","MP12 ","172.19.72.140","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"LPLM1-HSP-G","","HP Universal Printing PCL 5","","172.19.132.155","172.19.132.0","Hospice - Data"
"LPLM1-HSP-F","HP m401n
-RPM","HP Universal Printing PCL 5","Limestone Hospice 203","172.19.132.162","172.19.132.0","Hospice - Data"
"LPLM1-HSP-B","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","Hopice Xerox","172.19.132.157","172.19.132.0","Hospice - Data"
"LPLM1-HSP-A","CREATED BY BOBBY WOODY 2-29-2012","Lexmark Universal v2","LIMESTONE HOSPICE","172.19.132.49","172.19.132.0","Hospice - Data"
"LPCMT-DAY-RM","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.22.40.11","172.22.40.0","Lanier Park"
"LPCA2-COMP-B","CREATED BY JUSTIN REED 8-23-12","HP Universal Printing PCL 5","LPC ATRIUM-2 COMPENSATION SUITE 205","172.22.2.171","172.22.2.0","LP_SUBNET"
"LPCA2-BENEFITS-RECP","CREATED BY JUSTIN REED 8-23-12","Xerox GPD PCL6 V3.9.520.6.0","LPC ATRIUM-2 BENEFITS RECEPTION SUITE 215","172.22.2.172","172.22.2.0","LP_SUBNET"
"OAKCP-QD1-B","PRINTER CREATED BY RYAN PERPALL, 12/4/14","Xerox GPD PCL6 V3.9.520.6.0","Oakwood Corporate Plaza","172.24.214.151","172.24.214.0","Oakwood Admin - IDF C Data"
"LPAT1-WND-D","Created by Dave","Xerox GPD PCL6 V3.9.520.6.0","LP Atrium 1st Floor WOC","172.22.3.200","172.22.2.0","LP_SUBNET"
"LPAT1-WND-C","CREATED BY BOBBY WOODY 3/2/2012","HP Universal Printing PCL 5","LPC WOUND OSTOMY","172.22.2.134","172.22.2.0","LP_SUBNET"
"LPAT1-WND-B-P831","HP LaserJet 4000","HP Universal Printing PCL 5","Lanier Park -  WOC Front Desk","172.22.2.139","172.22.2.0","LP_SUBNET"
"LPAT1-WND-A-P921","CREATED BY BOBBY WOODY 3/2/2012","HP Universal Printing PCL 5","LPC WOUND OSTOMY","172.22.2.155","172.22.2.0","LP_SUBNET"
"LP-LTC-A","Created by GRLEWIS - PowerShell","Xerox GPD PCL6 V3.9.520.6.0","","172.22.20.157","172.22.20.0","Lanier Park IDF2"
"LP-DIABETES-ED-XEROX","CREATED BY BOBBY WOODY 4-12-12","Xerox AltaLink C8055 PCL6","LPC DIABETES EDUCATION DEPT","172.22.10.156","172.22.10.0","Lanier Park IDF1 Data network"
"NGPG-MP12-OB-Ex-M","","HP Universal Printing PCL 5","MP12","172.19.72.112","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"MCS2E-CRD-MGR-A","CREATED BY BOBBY WOODY 8/15/14","Xerox GPD PCL6 V3.9.520.6.0","S2E MGR OFFICE","172.25.32.156","172.25.32.0","SPT Data S2E-IDF"
"LCHNA-REHAB-A.OLD","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.22.20.154","172.22.20.0","Lanier Park IDF2"
"LCHNA-ADM-A-P8AD","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZONS NORTH ADMIN AREA","172.19.136.150","172.19.136.0","NHN "
"LCHN2-NUR-F","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZONS NORTH UNIT 2 BILLING OFFICE","172.19.136.155","172.19.136.0","NHN "
"LCHN2-NUR-E","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZONS NORTH UNIT 2 NURSE STATION","172.19.136.154","172.19.136.0","NHN "
"LCHN2-ADD-G","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZONS NORTH UNIT 2 ADMISSIONS","172.19.136.157","172.19.136.0","NHN "
"LCHN1-NUR-B-P7B1","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZONS NORTH UNIT 1 NURSE STATION","172.19.136.151","172.19.136.0","NHN "
"NGPG-DAW-A","NGPG-Dawsonville Xerox WC4250","Xerox GPD PCL6 V3.9.520.6.0","NGPG-Dawsonville","172.17.72.177","172.17.72.0","Dawsonville Data Network"
"LCHN1-MGR-D","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","NEW HORIZONS NORTH MDS COORDINATOR","172.19.136.153","172.19.136.0","NHN "
"LCHLE-NUR-A-P736","CREATED BY BOBBY WOODY 10-19-12","Xerox GPD PCL6 V3.9.520.6.0","LPC NEW HORIZONS EAST NURSE STATION","172.22.21.175","172.22.20.0","Lanier Park IDF2"
"LCHLA-ADM-B","BAC","Xerox GPD PCL6 V3.9.520.6.0","LP NH Front desk","172.22.20.155","172.22.20.0","Lanier Park IDF2"
"NGPG-DAW-UC-B","NGPG Dawsonville 400 Urgent Care Xerox   mwdetraz 2/27/2013","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dawsonville 400 Urgent Care","172.17.72.171","172.17.72.0","Dawsonville Data Network"
"LCHLA-ACTIVITIES-A","Created by GRLEWIS - PowerShell","Dell 2150cn Color Printer PCL6","","172.22.20.156","172.22.20.0","Lanier Park IDF2"
"LAB-TOXICOLOGY","CREATED BY BOBBY WOODY 4-12-12","HP Universal Printing PCL 5","LPC TOXICOLOGY LAB","172.22.2.88","172.22.2.0","LP_SUBNET"
"NHN-REHAB-B","PRINTER CREATED BY RYAN PERPALL 9/17/15","HP Universal Printing PCL 5","NHN Limestone Rehab","172.19.136.162","172.19.136.0","NHN "
"NGPG-AUBURN-C","172.19.31.152, HPLJ 400 M401","HP Universal Printing PCL 5","NGPG Auburn","172.19.31.152","172.19.31.0","NGPG Auburn - Data"
"LAB-P727","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.9.520.6.0","WISTERIA BLDG 1ST FLOOR LAB AREA","172.20.20.152","172.20.20.0","OPT Ground Floor"
"Kidney Care Time Share","Kidney Care Time Share
Braselton
Medical Plaza 1 Ste140
","HP Universal Printing PCL 5","Braselton Medical Plaza 1 Ste140","172.26.11.151","172.26.10.0","RP MOB 1st Floor Data Range"
"NGPG-RP-BC-NUR6","jasewell","Xerox GPD PCL6 V3.9.520.6.0","NGPG Braselton Clinic","172.26.20.154","172.26.20.0","RP MOB 2nd Floor Data Range"
"JJSLB-FOF-A-P8D6","CREATED BY BOBBY WOODY 2-29-2012","HP Universal Printing PCL 5","JESSE JEWELL SLEEP LAB FRONT OFFICE","172.19.60.151","172.19.60.0","1466-SleepLab"
"NGPG-AA-LIME-D","Allergy & Asthma Limestone - NGPG   mwdetraz 9/27/2012","HP Universal Printing PCL 5","Allergy & Asthma Limestone - NGPG","172.19.38.153","172.19.38.0","ALLERGY & ASTHMA Data (Lime Stone)"
"JJM11-RAD-B","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","GIC REGISTRATION DESK","172.19.48.1","172.19.48.0","OIC 1st Floor Data"
"JJM11-RAD-A","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 5","GIC FRONT DESK","172.19.48.180","172.19.48.0","OIC 1st Floor Data"
"NGPG-DAC-G","NGPG Dacula X-Ray Room","HP Universal Printing PCL 5","NGPG Dacula","172.19.64.156","172.19.64.0","NGPG - Dacula Data"
"JJM11-NGP-H","","HP Universal Printing PCL 5","","172.19.54.89","172.19.54.0","Rios Suite"
"JJDCT-CLI-B","CREATED BY BOBBY WOODY 7-17-12","Xerox GPD PCL6 V3.9.520.6.0","1405-T CLINICALS TEAM AREA","172.20.70.153","172.20.70.0","1405 Top Floor"
"NGPG-HMILL-A","mwdetraz  5/3/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Hamilton Mill Front Desk","172.19.66.150","172.19.66.0","Hamilton Mill Data Network"
"JJDC1-PGA-A","CREATED BY BOBBY WOODY 5-15-12","HP Universal Printing PCL 5","1405-1 NGPG IT AREA","172.20.71.72","172.20.70.0","1405 Top Floor"
"JJDC1-PAT-A","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","1405-1 PAT ACCT AREA","172.20.70.110","172.20.70.0","1405 Top Floor"
"JJDC1-IT-LXMKTEST","CREATED BY BOBBY WOODY 7/9/2015","Lexmark Universal v2 PS3","1405-1 IT","172.20.70.156","172.20.70.0","1405 Top Floor"
"IT-Xerox2","","Xerox GPD PCL6 V3.9.520.6.0","Technical Services Printer","IT-Xerox2","172.20.68.0","1405 Ground Floor Nortel"
"NGPG-DAL-LAB","","HP Universal Printing PCL 5","NGPG Dahlonega","172.18.24.210","172.18.24.0","Foothills Clinic Data"
"IT-HP4200-A","PRINTER CREATED BY RYAN PERPALL 5/13/15","HP Universal Printing PCL 5","1405 JJ - Clark Adams","172.20.68.181","172.20.68.0","1405 Ground Floor Nortel"
"NGPG-LAKE-GAIN-F","NGPG Lakeside Gainesville OB - mwdetraz 2/26/13","HP Universal Printing PCL 5","NGPG Lakeside Gainesville OB","172.19.58.155","172.19.58.0","Lakeside OB Gainesville - Data"
"IT-HDNOC-A","9/23/14 -AS","Xerox GPD PCL6 V3.9.520.6.0","1405 HD/NOC Area","172.20.68.151","172.20.68.0","1405 Ground Floor Nortel"
"IS_HelpDesk-P8A2","CREATED BY BOBBY WOODY 4-11-12","HP Universal Printing PCL 5","1405-T ","172.20.6.198","172.20.6.0","172-20-6-0_SUBNET"
"INTAUDIT-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.9.520.6.0","WISTERIA BLDG. 4TH FLOOR INTERNAL AUDIT","172.20.18.235","172.20.18.0","L-Wood"
"HR_ASSISTANT","CREATED BY BOBBY WOODY 4-12-12","HP Universal Printing PCL 5","LPC HR AREA","172.22.10.150","172.22.10.0","Lanier Park IDF1 Data network"
"HR-XEROX","Human Rescources","Xerox GPD PCL6 V3.9.520.6.0","Ground Floor Central HR","172.25.8.150","172.25.8.0","SPT Data Cafe-IDF"
"MCSGC-MGRCOLOR","","HP Universal Printing PCL 5","SGC - NICU MANAGER OFFICE","172.25.12.192","172.25.12.0","SPT Data NICU-IDF"
"HP Universal Printing PCL 6 (Copy 5)","","HP Universal Printing PCL 6","","172.25.2.97_1","172.25.2.0","SPT Data GC-IDF-VC2"
"HP Universal Printing PCL 5 (Copy 8)","","HP Universal Printing PCL 5","","10.71.88.109","10.71.88.0","Data Vlan VID-500"
"HP Universal Printing PCL 5 (Copy 10)","","HP Universal Printing PCL 5","","10.71.97.246","10.71.96.0","Data Vlan VID-500"
"HOSPICE_XEROX_M20","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","HOSPICE Intake","172.19.132.160","172.19.132.0","Hospice - Data"
"NGPG-BCMB3-URO-J","","HP Universal Printing PCL 5","NGPG Urology Scheduler Office","172.26.43.178","172.26.42.0","MOB - M3010"
"MCS1D-INPFIN","HP LJ PRO 400 COLOR PRINTER","HP Universal Printing PCL 5","MCS1D - OLD RADIOLOGY AREA","172.25.20.161","172.25.20.0","SPT Data ED-RedHall-IDF"
"HOSPICE-PCC-HP","PRINTER CREATED BY RYAN PERPALL 4/7/15","HP Universal Printing PCL 5","Hospice patient care coordinators office, #215","172.19.132.96","172.19.132.0","Hospice - Data"
"NGPG-DAW-F","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.17.72.166","172.17.72.0","Dawsonville Data Network"
"GS7","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.160.151","10.71.160.0","Data Vlan VID-500"
"GIC1-TECH","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","GIC DESK NEAR MRI AREA","172.19.48.160","172.19.48.0","OIC 1st Floor Data"
"GIC1-REG-P898","CREATED BY BOBBY WOODY 3-8-12","Lexmark Universal v2","GIC REGISTRATION AREA","172.19.48.154","172.19.48.0","OIC 1st Floor Data"
"OAKCP-QD1-J","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PASC","172.24.214.159","172.24.214.0","Oakwood Admin - IDF C Data"
"GIC1-REG-Overflow","bac","HP Universal Printing PCL 5","GIC Reg Overflow","172.19.48.201","172.19.48.0","OIC 1st Floor Data"
"GIC1-REG","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","GIC REGISRTATION AREA","172.19.48.156","172.19.48.0","OIC 1st Floor Data"
"GIC1-PREP-P885","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 5","GIC PREP AREA","172.19.48.163","172.19.48.0","OIC 1st Floor Data"
"OAKCP-QD1-E","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA CDM","172.24.214.154","172.24.214.0","Oakwood Admin - IDF C Data"
"GIC1-PET","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","GIC PET CT IMAGING","172.19.48.159","172.19.48.0","OIC 1st Floor Data"
"GIC1-MRI-P89A","","Xerox GPD PCL6 V3.9.520.6.0","","172.19.48.164_1","172.19.48.0","OIC 1st Floor Data"
"GIC1-CT","CREATED BY BOBBY WOODY 3-8-12 (HP LaserJet 4050 Series )","HP Universal Printing PCL 5","GIC CT AREA","172.19.48.153","172.19.48.0","OIC 1st Floor Data"
"GIC1-BACKHALL-B","","HP Universal Printing PCL 5","GIC Mammo Coordinator Office","172.19.48.192","172.19.48.0","OIC 1st Floor Data"
"NGPG-JJM13-URO-A","CREATED BY Tomel 12/12/14","HP Universal Printing PCL 5","MP1-3 UROLOGY NURSE STATION","172.19.52.175","172.19.52.0","OIC 3rd Floor Data"
"FM_DOWN_P830","CREATED BY BOBBY WOODY 4-11-12 (HP LaserJet 5)","HP Universal Printing PCL 5","SGD","172.20.5.177","172.20.4.0","SPT Ground - Caf IDF"
"OAKCP-QD1-L","CREATED BY BOBBY WOODY 12/20/14","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.214.161","172.24.214.0","Oakwood Admin - IDF C Data"
"FM_COLOR","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 5","1480 PLANNING AREA","172.19.56.208","172.19.56.0","1480 New Holland-Data"
"MCOP2-HISTOLOGY","","Xerox GPD PCL6 V3.9.520.6.0","Lab OPB 2nd Floor","172.30.20.166","172.30.20.0","Outpatient 2nd Floor Data"
"FM-P7AA","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 5","1480 PLANNING AREA","172.19.56.207","172.19.56.0","1480 New Holland-Data"
"MCS4D-P879","","Lexmark Universal v2","S4B - Trish Westbrook's Office","172.25.66.152","172.25.66.0","SPT Data S4D-IDF"
"FH-OB-NURSE","Created by GRLEWIS - PowerShell","Lexmark Universal v2 PS3","","172.18.24.12","172.18.24.0","Foothills Clinic Data"
"ESSWM-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.9.520.6.0","ESSENTIALLY FOR WOMEN BLDG","172.20.34.155","172.20.34.0","EFW / Employee Pharmacy"
"ENV-SERVICES","House Keeping","HP Universal Printing PCL 5","EVS Ground Floor","172.20.4.163","172.20.4.0","SPT Ground - Caf IDF"
"NGPG-UC-CLEV-CART-6","MWD 2016","HP Universal Printing PCL 5","Urgent Care Cleveland","172.19.34.130","172.19.34.0","Cleveland NGPG Data"
"ENROLLMENT-XEROX","","Xerox GPD PCL6 V3.9.520.6.0","Walters Auditorium","172.25.1.88","172.25.0.0","SPT Data  GC-IDF-VC1"
"MCS3B-PED-A-P81C","S3B","Xerox GPD PCL6 V3.9.520.6.0","Pedi S3B","172.25.54.151","172.25.54.0","SPT Data S3B-IDF"
"EMPRX-P92C","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.9.520.6.0","EMPLOYEE PHARMACY","172.20.35.177","172.20.34.0","EFW / Employee Pharmacy"
"ED_SERVICES_XEROX","CREATED BY RYAN PERPALL 8/21/15","Xerox GPD PCL6 V3.9.520.6.0","ED services LP suite 205","172.22.2.160","172.22.2.0","LP_SUBNET"
"EDTRAIN_1_1_P855","CREATED BY BOBBY WOODY ON 3-18-12","HP Universal Printing PCL 5","ED SERVICES OCIE POPE 1-1","172.20.16.153","172.20.16.0","172-20-16-0_SUBNET"
"ED-SVCS-LP-280-DELL","Printer created by Ryan P. 11/23/15","Dell 2150cn Color Printer PCL6","Ed Services Suite 280","172.20.16.152","172.20.16.0","172-20-16-0_SUBNET"
"ED-SVCS-LP-215","CREATED BY RYAN PERPALL 8/24/15","Xerox GPD PCL6 V3.9.520.6.0","ED SERVICES LP SUITE 215","172.22.2.164","172.22.2.0","LP_SUBNET"
"MCOP4-XEROX","","Xerox GPD PCL6 V3.9.520.6.0","","172.20.28.152","172.20.28.0","OPT 4th Floor"
"ED-SVCS-LP-210","PRINTER BUILT BY RYAN PERPALL 8/21/15","Xerox GPD PCL6 V3.9.520.6.0","Ed Services at LP suite 210","172.22.10.152","172.22.10.0","Lanier Park IDF1 Data network"
"ED-SVCS-EDUCATORS","Created by Dave","HP Universal Printing PCL 5","Sherwood Ed Services","172.25.107.150","172.25.107.0","NGPG-TRAUMA-Sherwood-Data"
"DELL-IT-COLOR2","CREATED BY BOBBY WOODY 3-8-12","Dell 3130cn Color Laser PS","1405 IT MAILROOM","172.20.68.154","172.20.68.0","1405 Ground Floor Nortel"
"DA400-RAD-A-P750","CREATED BY BOBBY WOODY 3-18-13","Xerox GPD PCL6 V3.9.520.6.0","DAWSONVILLE 400 IMAGING CENTER FRONT DESK","172.17.72.150","172.17.72.0","Dawsonville Data Network"
"CONST_P893","Patrick G.","Xerox GPD PCL6 V3.9.520.6.0","Construction Bldg","172.20.20.150","172.20.20.0","OPT Ground Floor"
"JJDC1-ITS-A","CREATED BY BOBBY WOODY 3/2/15","Xerox GPD PCL6 V3.9.520.6.0","1405-1 IT AREA","172.20.70.175","172.20.70.0","1405 Top Floor"
"CBO_OKIDATA3","CREATED BY BOBBY WOODY 3-7-12","HP Universal Printing PCL 5","SHERWOOD CBO","172.19.14.164","Unknown","Unknown"
"NGPG-BCMB4-ORTHO-D","","HP Universal Printing PCL 5","","172.26.45.9","172.26.44.0","MOB - M4010"
"CBO_OKIDATA1","CREATED BY BOBBY WOODY 2-29-2012","HP Universal Printing PCL 5","SHERWOOD CBO BILLING AREA","172.19.14.160","Unknown","Unknown"
"NGPG-BCMB4-ORTHO-B","","Xerox GPD PCL6 V3.9.520.6.0","","172.26.45.7","172.26.44.0","MOB - M4010"
"CBO_HALL_P822","HP printer with Jet Direct","HP Universal Printing PCL 5","CBO Back Hall","172.19.14.169","Unknown","Unknown"
"CBO_CLAIMS2","Created By Dave","HP Universal Printing PCL 5","CBO AR Area - 2","172.19.14.165","Unknown","Unknown"
"CBO_BILLING1","RECREATED BY BOBBY WOODY 8-17-12","HP Universal Printing PCL 5","SHERWOOD CBO OFFICE","172.19.14.161","Unknown","Unknown"
"CASEMGMT-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.9.520.6.0","WISTERIA BLDG. 1ST FLOOR CASE MANAGEMENT","172.20.18.215","172.20.18.0","L-Wood"
"MCWB4-THC-PRECERT","Created by GRLEWIS - PowerShell","Xerox GPD PCL6 V3.9.520.6.0","","172.20.58.152","172.20.58.0","172-20-58-0_Subnet"
"CASEMGMT-BM-P88F","","Xerox GPD PCL6 V3.9.520.6.0","Medical Records Ground Floor","172.20.4.171","172.20.4.0","SPT Ground - Caf IDF"
"NGPG-JJM13-XRAY-A","","HP Universal Printing PCL 5","","172.19.52.186","172.19.52.0","OIC 3rd Floor Data"
"NGPG-DAW-SPORTSMED-FRT","NGPG DAWSONVILLE SPORTS MED   mwdetraz 8/31/2012","HP Universal Printing PCL 5","NGPG DAWSONVILLE SPORTS MED","172.17.72.185","172.17.72.0","Dawsonville Data Network"
"CARST-CONST-B","CREATED BY BOBBY WOODY 8/5/14","Xerox GPD PCL6 V3.9.520.6.0","CARSTON CONSTRUCTION BLDG","172.20.20.153","172.20.20.0","OPT Ground Floor"
"OAKCP-QD1-A","PRINTER CREATED BY RYAN PERPALL, 12/4/14 ","Xerox GPD PCL6 V3.9.520.6.0","Oakwood Corporate Plaza","172.24.214.150","172.24.214.0","Oakwood Admin - IDF C Data"
"CARST-CONST-A","CREATED BY BOBBY WOODY 8/5/14","Xerox GPD PCL6 V3.9.520.6.0","CARSTON BLDG","10.92.120.245","Unknown","Unknown"
"BUFIC-A","","Xerox GPD PCL6 V3.9.520.6.0","BUFORD IMAGING CENTER","172.19.32.182","172.19.32.0","Buford Imaging Data"
"BRAS-OPEN-ENROLL","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.181.67","172.26.180.0","Braselton Hospital - Data - IDF 0105 (Ground AV Storage)"
"MCS1E-ED-H","SETUP PER DENISE DAMON - SDE# 442337","Xerox GPD PCL6 V3.9.520.6.0","ED-H AREA","172.25.20.159","172.25.20.0","SPT Data ED-RedHall-IDF"
"BR-RAD-ONC-E","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.10.20","172.26.10.0","RP MOB 1st Floor Data Range"
"BR-RAD-ONC-CT","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.11.108","172.26.10.0","RP MOB 1st Floor Data Range"
"BR-RAD-ONC-CONTROL","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.11.107","172.26.10.0","RP MOB 1st Floor Data Range"
"NGPG-MP12-OB-J","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.128","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"BR-RAD-ONC-B","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.11.105","172.26.10.0","RP MOB 1st Floor Data Range"
"BR-RAD-ONC-A","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.11.104","172.26.10.0","RP MOB 1st Floor Data Range"
"LPLM1-HSP-K","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.19.132.166","172.19.132.0","Hospice - Data"
"BR-EMP-RX-XEROX","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.11.89","172.26.10.0","RP MOB 1st Floor Data Range"
"RX-P874","Ground Floor Rx","Xerox GPD PCL6 V3.9.520.6.0","Pharmacy Ground Floor Main Xerox","172.20.4.153","172.20.4.0","SPT Ground - Caf IDF"
"BIC-XEROX-P787","CREATED BY BOBBY WOODY 4-23-12","Xerox GPD PCL6 V3.9.520.6.0","RIVERPLACE IMAGING FRONT DESK","172.26.11.238","172.26.10.0","RP MOB 1st Floor Data Range"
"WANS-HCS-TEST","CREATED 9/18/13 TO HELP JAMESON TEST HCS PRINTING ISSUES","Xerox GPD PCL6 V3.9.520.6.0","WANS SHOP","172.25.4.162","172.25.4.0","SPT Data WANS-IDF"
"BIC-WIR-P73E","bac","Xerox GPD PCL6 V3.9.520.6.0","Braselton Imaging Registration","172.26.11.222","172.26.10.0","RP MOB 1st Floor Data Range"
"NGPG-MP12-URO-Ex-K","","HP Universal Printing PCL 5","MP12","172.19.72.150","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"BIC-TECHWRK-P75F","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE IMAGING TECH WORK AREA","172.26.11.232","172.26.10.0","RP MOB 1st Floor Data Range"
"BIC-OFFMGR-P75E","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE IMAGING CENTER OFFICE MGR","172.26.11.231","172.26.10.0","RP MOB 1st Floor Data Range"
"BIC-NUCLRCT-P785","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE IMAGING NUCLEAR CT ROOM","172.26.11.236","172.26.10.0","RP MOB 1st Floor Data Range"
"BIC-MRICTRLRM-P788","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE IMAGING MRI CTRL ROOM","172.26.11.239","172.26.10.0","RP MOB 1st Floor Data Range"
"BIC-DRRDRM-P77F","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 5","RIVERPLACE IMAGING DR READING ROOM","172.26.11.234","172.26.10.0","RP MOB 1st Floor Data Range"
"MCWB4-THC-ADMIN-B","CREATED BY BOBBY WOODY 7/8/14","HP Universal Printing PCL 5","WISTERIA-4 ADMIN AREA","172.30.60.171","172.30.60.0","Heart Center - Outpatient - 2nd Floor - Datat"
"BIC-CTCTRLRM-P780","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE IMAGING CT CTRL ROOM","172.26.11.235","172.26.10.0","RP MOB 1st Floor Data Range"
"BIC-CLNCWORK-P786","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE IMAGING CLINICAL WORK ROOM","172.26.11.237","172.26.10.0","RP MOB 1st Floor Data Range"
"BCMBO-BIOMED-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.179.5","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"MCS2B-MB-P8A1","Created by Dave 6/5/2012","Xerox GPD PCL6 V3.9.520.6.0","S2B","172.25.36.153","172.25.36.0","SPT Data S2B-IDF"
"BCMB3-URO-Admin","","HP Universal Printing PCL 5","NGPG Urology Admin","172.26.43.185","172.26.42.0","MOB - M3010"
"BCMB3-LD-D","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.51.14","172.26.50.0","Braselton - LDRP Data MOB - M3206"
"MCN1G-RAD-K-P94A","bac","Xerox GPD PCL6 V3.9.520.6.0","Radiology","172.23.112.155","172.23.112.0","NPT1-2 DATA"
"BCMB2-OR-MANAGER","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.201.4","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"BCMB2-OR-ADMIN-XEROX","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.201.110","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"BCMB2-OR-ADMIN","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.201.5","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"BCMB2-IPRESP-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.201.3","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"BCMB2-ENDO-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.201.1","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"BCMB2-CATHLAB2-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.41.11","172.26.40.0","MOB - M2010"
"KID-BRAS-MOD-A","KidWorks end of the Building 5/6/14    -AS","Xerox GPD PCL6 V3.9.520.6.0","Braselton Modular Bldg","172.19.26.154","172.19.26.0","Braselton Modular Building"
"BCMB2-CATHLAB1-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.41.10","172.26.40.0","MOB - M2010"
